PRODUCTION_BATCH_ID,KMAT_ID,PRODUCTION_DATE,PLANT_ID,PRODUCTION_LINE_ID,ENGINE,CAB,WHEEL,COLOR,BATCH_QUANTITY,COMPONENT_COUNT,ROUTING_OPERATION_COUNT,CRITICAL_COMPONENT_COUNT,BULK_MATERIAL_PCT,AVG_TEMPERATURE_C,AVG_HUMIDITY_PCT,AUTOMATION_LEVEL_PCT,SUPPLIER_QUALITY_SCORE,CHANGEOVER_COUNT,OPERATOR_EXPERIENCE_YEARS,LINE_UTILIZATION_PCT,RECENT_LINE_DOWNTIME_MIN,MACHINE_HEALTH_SCORE,PRIOR_LINE_SCRAP_RATE_PCT,PRIOR_CONFIG_SCRAP_RATE_PCT,CONFIG_NOVELTY_SCORE,PRIOR_7D_REWORK_RATE_PCT,SUPPLIER_30D_DEFECT_RATE_PCT,ACTUAL_SCRAP_RATE_PCT,HIGH_SCRAP_FLAG
BATCHV2_005791,KMAT_TRUCK_01,2023-04-13,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,OFFROAD,BLUE,33,57,21,12,0.1338,20.509,40.61,87.614,93.1,5,3.935,82.977,28.181,76.033,1.8248,3.8867,40.521,1.2606,2.4096,1.5243,0
BATCHV2_005792,KMAT_TRUCK_01,2023-04-13,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,BLUE,18,40,14,5,0.1098,24.607,66.012,62.36,85.518,3,5.061,93.781,77.756,75.561,2.3458,1.3819,20.549,2.3876,5.4127,5.9522,1
BATCHV2_005793,KMAT_TRUCK_01,2023-04-13,PLANT_IN_01,TRUCK_LINE_04,V8,PREMIUM,OFFROAD,RED,69,56,21,13,0.1781,24.192,60.976,55.0,97.071,1,6.095,85.848,34.917,74.343,3.3112,3.8199,27.463,2.1047,0.7309,6.2232,1
BATCHV2_005794,KMAT_TRUCK_01,2023-04-13,PLANT_US_01,TRUCK_LINE_01,V8,PREMIUM,STANDARD,RED,42,53,18,10,0.1631,24.815,51.245,68.208,93.13,0,5.54,83.924,29.121,88.719,1.9676,3.4166,25.149,1.5286,2.6734,1.9354,0
BATCHV2_005795,KMAT_TRUCK_01,2023-04-13,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,STANDARD,RED,56,43,17,9,0.1261,24.695,52.706,60.094,90.616,6,7.544,77.433,28.613,68.191,3.0332,2.7869,36.116,2.147,3.3396,1.3678,0
BATCHV2_005796,KMAT_TRUCK_01,2023-04-13,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,BLUE,33,44,16,8,0.1307,25.709,45.59,77.161,87.016,3,10.278,75.209,16.558,89.081,2.3799,2.6793,8.728,1.8194,3.9825,1.5154,0
BATCHV2_005797,KMAT_TRUCK_01,2023-04-13,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,RED,30,47,17,7,0.1634,24.564,60.134,74.746,90.976,5,5.6,73.003,9.975,90.041,2.3516,3.0454,36.862,2.4047,3.0515,2.0698,0
BATCHV2_005798,KMAT_TRUCK_01,2023-04-13,PLANT_IN_01,TRUCK_LINE_05,V6,PREMIUM,OFFROAD,RED,85,53,20,9,0.148,24.182,49.315,60.606,91.29,1,6.565,69.084,33.317,85.322,2.025,2.5654,38.412,1.2661,2.455,1.9823,0
BATCHV2_005799,KMAT_TRUCK_01,2023-04-14,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,OFFROAD,BLUE,72,42,16,8,0.114,24.203,41.548,74.647,96.051,3,6.184,72.005,7.966,85.887,2.5484,3.5388,10.667,1.3267,1.9228,1.0938,0
BATCHV2_005800,KMAT_TRUCK_01,2023-04-14,PLANT_IN_01,TRUCK_LINE_05,V8,PREMIUM,OFFROAD,BLUE,21,59,22,12,0.1698,26.761,60.587,60.083,94.511,4,3.634,86.677,3.535,75.142,1.5492,4.353,54.801,1.0969,1.8001,6.4523,1
BATCHV2_005801,KMAT_TRUCK_01,2023-04-14,PLANT_IN_01,TRUCK_LINE_04,V6,PREMIUM,STANDARD,BLUE,40,46,18,7,0.1507,23.496,66.931,63.707,89.18,4,9.305,84.837,35.0,73.23,2.5486,2.018,42.22,1.3901,4.1489,1.1121,0
BATCHV2_005802,KMAT_TRUCK_01,2023-04-14,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,71,41,16,4,0.1419,24.371,47.879,76.893,96.028,5,3.62,77.283,11.81,75.6,2.6209,2.7125,20.692,2.7543,0.1167,2.3462,0
BATCHV2_005803,KMAT_TRUCK_01,2023-04-14,PLANT_IN_01,TRUCK_LINE_04,V8,PREMIUM,OFFROAD,RED,20,59,21,14,0.1706,22.116,60.584,58.159,91.398,5,5.575,85.655,29.736,65.006,2.9319,4.2543,71.396,1.8923,3.0455,6.8766,1
BATCHV2_005804,KMAT_TRUCK_01,2023-04-14,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,OFFROAD,RED,71,43,17,8,0.1278,23.415,41.933,63.393,86.772,5,3.642,89.451,2.651,72.552,1.7256,2.8633,62.587,0.933,4.9623,7.2485,1
BATCHV2_005805,KMAT_TRUCK_01,2023-04-14,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,OFFROAD,RED,80,43,18,8,0.1818,22.778,45.562,72.0,88.982,3,2.661,76.838,15.168,79.176,1.6716,3.1829,25.128,1.6376,3.5911,1.9466,0
BATCHV2_005806,KMAT_TRUCK_01,2023-04-14,PLANT_US_01,TRUCK_LINE_02,V6,PREMIUM,STANDARD,RED,35,45,16,8,0.134,26.199,45.427,71.017,90.151,6,9.244,77.274,4.808,77.056,2.4221,1.4602,22.147,1.2593,3.3022,1.2153,0
BATCHV2_005807,KMAT_TRUCK_01,2023-04-14,PLANT_US_01,TRUCK_LINE_02,V8,PREMIUM,STANDARD,BLUE,38,53,19,10,0.1438,25.802,59.588,60.403,92.462,6,5.008,84.79,12.46,70.725,2.3704,2.671,33.761,1.2082,3.2591,5.8054,1
BATCHV2_005808,KMAT_TRUCK_01,2023-04-14,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,OFFROAD,BLUE,27,52,19,12,0.112,23.503,52.976,73.44,82.463,2,6.18,83.054,38.492,72.215,2.6898,2.7117,31.516,2.2234,6.6926,1.8621,0
BATCHV2_005809,KMAT_TRUCK_01,2023-04-15,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,OFFROAD,BLUE,56,44,16,7,0.1241,24.296,65.412,68.522,93.474,4,3.264,69.693,7.442,95.716,2.2322,2.4788,11.583,1.4784,2.2419,1.1266,0
BATCHV2_005810,KMAT_TRUCK_01,2023-04-15,PLANT_DE_01,TRUCK_LINE_03,V8,STANDARD,OFFROAD,BLUE,30,51,18,11,0.0932,24.068,40.016,72.225,91.604,0,3.941,83.885,29.12,78.162,1.7634,3.7201,33.783,1.0787,2.6212,1.7155,0
BATCHV2_005811,KMAT_TRUCK_01,2023-04-15,PLANT_IN_01,TRUCK_LINE_04,V6,PREMIUM,STANDARD,RED,59,47,18,7,0.1055,24.124,66.297,58.44,89.192,5,10.225,83.407,25.807,56.717,2.6494,2.6098,31.06,2.641,3.2412,1.9414,0
BATCHV2_005812,KMAT_TRUCK_01,2023-04-15,PLANT_DE_01,TRUCK_LINE_03,V8,STANDARD,STANDARD,BLUE,42,43,17,8,0.0965,25.468,50.454,73.079,89.906,2,10.193,72.157,17.06,81.022,1.6815,2.9577,5.663,1.7682,3.9039,0.989,0
BATCHV2_005813,KMAT_TRUCK_01,2023-04-15,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,STANDARD,RED,23,45,16,9,0.1196,23.707,58.545,68.19,92.389,5,5.735,80.877,9.666,76.967,1.9699,3.0854,12.78,2.1355,2.0098,1.5129,0
BATCHV2_005814,KMAT_TRUCK_01,2023-04-15,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,OFFROAD,RED,80,51,18,12,0.0775,26.228,39.671,70.731,87.558,3,7.979,78.553,4.697,89.269,1.3818,3.7364,23.894,1.1145,4.5313,0.7408,0
BATCHV2_005815,KMAT_TRUCK_01,2023-04-15,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,RED,68,41,16,4,0.0954,21.715,55.054,70.781,85.48,3,5.547,76.7,5.586,80.01,0.9812,1.5908,14.269,0.5048,5.6567,2.0321,0
BATCHV2_005816,KMAT_TRUCK_01,2023-04-15,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,STANDARD,RED,28,50,20,9,0.1294,23.083,57.731,74.619,85.158,5,6.157,76.006,7.929,95.044,1.6933,3.6482,26.404,1.4909,5.2121,5.9021,1
BATCHV2_005817,KMAT_TRUCK_01,2023-04-15,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,OFFROAD,BLUE,58,45,18,9,0.1218,24.587,57.847,56.937,89.313,2,6.319,77.844,33.633,76.603,1.3503,2.634,33.916,1.0248,4.1273,5.9991,1
BATCHV2_005818,KMAT_TRUCK_01,2023-04-15,PLANT_US_01,TRUCK_LINE_02,V8,PREMIUM,STANDARD,RED,61,54,18,10,0.1281,23.495,54.038,66.007,95.073,5,7.128,90.101,19.217,72.485,2.421,2.278,38.268,2.0113,1.4778,4.8401,1
BATCHV2_005819,KMAT_TRUCK_01,2023-04-16,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,OFFROAD,RED,49,49,18,10,0.1197,22.038,53.234,79.55,97.727,3,5.12,81.6,5.951,91.635,2.469,3.1409,30.614,2.1394,0.4836,1.6355,0
BATCHV2_005820,KMAT_TRUCK_01,2023-04-16,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,STANDARD,RED,10,39,15,4,0.1107,27.313,45.342,55.672,91.188,1,3.21,74.809,4.482,83.042,1.826,1.8597,38.914,2.1874,2.9183,0.7566,0
BATCHV2_005821,KMAT_TRUCK_01,2023-04-16,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,OFFROAD,RED,75,50,18,11,0.1698,25.085,51.571,65.419,93.377,2,8.049,79.107,23.125,88.195,1.579,4.5947,25.929,1.7267,2.4247,2.6319,0
BATCHV2_005822,KMAT_TRUCK_01,2023-04-16,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,STANDARD,BLUE,55,51,20,9,0.1127,22.098,50.033,77.947,91.66,1,6.791,88.124,36.5,82.42,2.1029,2.8823,28.513,2.1458,2.1168,2.3164,0
BATCHV2_005823,KMAT_TRUCK_01,2023-04-16,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,42,38,16,5,0.1352,22.883,59.148,76.356,88.503,6,13.341,95.071,20.4,85.793,2.4252,1.8702,53.421,1.6665,3.7351,0.825,0
BATCHV2_005824,KMAT_TRUCK_01,2023-04-16,PLANT_IN_01,TRUCK_LINE_05,V8,PREMIUM,STANDARD,RED,28,54,18,10,0.1537,26.504,42.279,66.43,93.859,2,5.306,79.355,4.16,76.216,1.5201,2.7694,16.416,1.2078,2.2373,1.6381,0
BATCHV2_005825,KMAT_TRUCK_01,2023-04-16,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,RED,40,38,15,6,0.1286,22.468,61.368,69.875,91.265,6,12.107,74.52,22.569,71.08,2.3502,2.2203,9.695,1.2014,3.92,0.2,0
BATCHV2_005826,KMAT_TRUCK_01,2023-04-16,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,OFFROAD,BLUE,74,52,20,11,0.1007,21.989,55.613,65.067,92.29,5,4.373,63.532,3.444,90.577,1.6855,3.5566,28.725,0.8509,2.1065,6.3949,1
BATCHV2_005827,KMAT_TRUCK_01,2023-04-16,PLANT_IN_01,TRUCK_LINE_04,V6,PREMIUM,OFFROAD,BLUE,28,52,20,9,0.1887,30.244,62.418,56.677,89.342,5,7.178,83.928,27.472,69.431,2.989,3.5595,6.5,1.5347,3.2613,3.1947,0
BATCHV2_005828,KMAT_TRUCK_01,2023-04-16,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,OFFROAD,BLUE,16,46,18,8,0.118,26.16,63.048,58.615,92.727,2,8.239,83.531,4.168,75.481,1.9308,3.1919,50.011,2.2908,2.452,1.6158,0
BATCHV2_005829,KMAT_TRUCK_01,2023-04-16,PLANT_DE_01,TRUCK_LINE_03,V8,STANDARD,STANDARD,BLUE,78,47,17,9,0.14,23.84,46.998,68.221,93.771,5,8.906,76.645,4.031,88.095,1.5071,3.0228,26.24,1.2576,3.2771,0.4828,0
BATCHV2_005830,KMAT_TRUCK_01,2023-04-16,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,OFFROAD,RED,79,50,18,11,0.1692,22.759,49.77,77.746,95.903,4,12.384,73.712,26.684,89.573,1.2728,2.6426,2.474,1.1365,1.4823,1.8669,0
BATCHV2_005831,KMAT_TRUCK_01,2023-04-16,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,STANDARD,RED,41,46,18,8,0.0504,24.183,48.315,65.438,92.604,0,5.55,85.897,7.509,83.188,2.0641,2.3549,18.856,2.286,2.4852,1.916,0
BATCHV2_005832,KMAT_TRUCK_01,2023-04-16,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,OFFROAD,BLUE,8,49,18,11,0.1538,26.128,53.584,77.53,98.658,3,10.263,85.354,26.957,96.134,1.8439,2.9932,13.274,1.511,0.2913,1.1685,0
BATCHV2_005833,KMAT_TRUCK_01,2023-04-16,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,STANDARD,RED,37,45,18,8,0.1507,24.434,58.942,64.686,87.062,6,6.83,81.831,55.781,68.515,2.9773,2.3993,17.234,2.6963,4.0303,5.8259,1
BATCHV2_005834,KMAT_TRUCK_01,2023-04-17,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,RED,53,46,16,7,0.1711,27.799,43.548,76.172,91.64,4,6.108,83.594,5.8,89.116,1.1778,1.3145,35.102,0.6864,3.2334,2.4279,0
BATCHV2_005835,KMAT_TRUCK_01,2023-04-17,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,BLUE,77,48,16,7,0.1199,21.506,45.405,69.178,92.309,2,7.061,90.207,69.62,86.147,1.2111,1.6208,18.66,1.0642,2.7165,1.5613,0
BATCHV2_005836,KMAT_TRUCK_01,2023-04-17,PLANT_US_01,TRUCK_LINE_02,V6,PREMIUM,STANDARD,BLUE,16,46,18,6,0.1583,24.894,50.816,64.027,97.774,5,7.881,93.125,27.383,71.563,2.0139,1.8698,27.133,2.3986,0.3254,0.5637,0
BATCHV2_005837,KMAT_TRUCK_01,2023-04-17,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,OFFROAD,BLUE,59,42,16,7,0.0872,27.013,55.088,64.006,90.95,5,4.755,80.411,26.906,76.763,2.8013,2.1177,30.338,3.3085,2.9852,2.0742,0
BATCHV2_005838,KMAT_TRUCK_01,2023-04-17,PLANT_US_01,TRUCK_LINE_01,V8,PREMIUM,STANDARD,BLUE,29,54,19,11,0.1492,26.898,53.579,66.463,91.013,0,6.391,85.473,6.274,85.699,1.5975,3.2333,10.074,1.1496,3.1778,0.913,0
BATCHV2_005839,KMAT_TRUCK_01,2023-04-17,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,RED,63,48,17,8,0.1745,22.301,53.792,76.23,94.569,1,9.52,77.54,9.223,88.319,1.9526,2.7564,40.232,2.0617,1.4524,0.7255,0
BATCHV2_005840,KMAT_TRUCK_01,2023-04-17,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,OFFROAD,RED,71,51,18,12,0.1255,22.151,59.104,67.259,97.38,5,7.436,83.876,10.513,74.879,2.4374,2.5392,40.294,1.9766,0.7282,1.6524,0
BATCHV2_005841,KMAT_TRUCK_01,2023-04-17,PLANT_IN_01,TRUCK_LINE_05,V6,PREMIUM,STANDARD,RED,40,47,17,7,0.1302,27.38,68.161,61.622,92.979,5,8.062,86.128,5.9,74.188,2.9455,2.1279,27.898,2.5355,2.5451,1.7899,0
BATCHV2_005842,KMAT_TRUCK_01,2023-04-17,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,60,39,16,5,0.1225,23.798,52.218,63.557,91.496,5,1.93,93.19,9.779,70.024,1.9605,1.6584,18.766,1.6768,2.8016,0.9433,0
BATCHV2_005843,KMAT_TRUCK_01,2023-04-17,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,OFFROAD,BLUE,21,56,21,12,0.1733,24.727,46.215,67.466,96.196,1,8.35,62.513,5.718,83.745,0.7457,3.597,52.59,0.7657,1.7469,2.2825,0
BATCHV2_005844,KMAT_TRUCK_01,2023-04-17,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,STANDARD,RED,26,43,17,9,0.1315,24.373,57.684,67.239,93.493,3,5.06,77.397,41.617,61.992,2.5402,3.5061,40.648,1.8833,1.8668,6.1624,1
BATCHV2_005845,KMAT_TRUCK_01,2023-04-17,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,OFFROAD,RED,66,51,19,12,0.1321,25.015,50.47,68.536,94.805,3,4.248,77.841,23.086,81.281,1.1993,3.1776,18.007,1.3308,1.7144,2.1357,0
BATCHV2_005846,KMAT_TRUCK_01,2023-04-17,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,OFFROAD,BLUE,48,43,17,7,0.0916,23.201,46.479,74.999,92.718,2,4.596,69.693,5.658,93.627,1.679,2.3186,29.984,1.8037,2.2488,2.3724,0
BATCHV2_005847,KMAT_TRUCK_01,2023-04-17,PLANT_IN_01,TRUCK_LINE_04,V8,PREMIUM,STANDARD,BLUE,79,54,20,11,0.1395,26.638,56.74,55.0,91.08,3,2.629,79.815,26.919,77.133,2.9304,3.0366,21.62,3.4423,2.6573,1.1763,0
BATCHV2_005848,KMAT_TRUCK_01,2023-04-17,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,STANDARD,RED,60,39,14,5,0.1492,23.049,61.438,74.797,93.549,2,7.163,95.448,7.71,80.91,1.8922,1.0937,29.053,1.2254,2.7972,1.6435,0
BATCHV2_005849,KMAT_TRUCK_01,2023-04-17,PLANT_US_01,TRUCK_LINE_02,V6,PREMIUM,STANDARD,RED,60,46,16,7,0.1692,25.272,39.539,68.389,90.575,5,7.443,85.141,8.858,82.647,2.3493,2.3886,27.172,1.544,3.2496,4.6645,1
BATCHV2_005850,KMAT_TRUCK_01,2023-04-17,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,18,37,15,6,0.1287,24.217,56.093,71.53,95.184,6,4.635,79.385,12.403,64.489,2.0573,1.2217,15.231,2.3957,2.4123,1.5593,0
BATCHV2_005851,KMAT_TRUCK_01,2023-04-18,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,OFFROAD,BLUE,67,59,20,13,0.1856,24.335,51.387,65.291,85.687,5,3.605,81.307,13.846,92.703,1.9647,4.0136,55.979,1.4568,4.5174,6.9292,1
BATCHV2_005852,KMAT_TRUCK_01,2023-04-18,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,11,38,14,5,0.1226,28.277,55.732,67.511,92.829,2,7.043,80.566,18.482,90.794,1.6244,1.0371,10.988,1.1621,2.6809,2.0831,0
BATCHV2_005853,KMAT_TRUCK_01,2023-04-18,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,OFFROAD,RED,50,52,20,10,0.1225,26.225,67.314,64.966,93.735,2,4.563,77.312,12.652,71.369,1.5999,2.2699,40.906,0.902,1.0731,5.88,1
BATCHV2_005854,KMAT_TRUCK_01,2023-04-18,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,OFFROAD,BLUE,65,49,19,12,0.135,26.865,45.653,62.576,90.233,2,8.266,82.158,11.134,74.899,1.3763,1.4084,9.307,1.5345,3.687,1.5474,0
BATCHV2_005855,KMAT_TRUCK_01,2023-04-18,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,OFFROAD,BLUE,62,49,20,10,0.148,23.403,46.445,78.589,94.1,1,5.002,69.077,3.406,87.683,1.0141,2.7069,20.397,1.0378,2.3138,1.6569,0
BATCHV2_005856,KMAT_TRUCK_01,2023-04-18,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,BLUE,53,41,14,4,0.129,23.389,54.449,64.444,94.605,0,5.901,78.385,27.592,62.519,3.2482,1.5698,48.633,3.5128,1.591,1.7478,0
BATCHV2_005857,KMAT_TRUCK_01,2023-04-18,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,BLUE,70,48,18,6,0.1623,21.578,36.944,72.535,94.749,5,1.406,84.42,11.653,95.925,2.7285,3.24,38.774,2.8379,2.025,2.0661,0
BATCHV2_005858,KMAT_TRUCK_01,2023-04-18,PLANT_DE_01,TRUCK_LINE_03,V8,STANDARD,STANDARD,BLUE,79,43,18,8,0.178,24.692,43.31,70.52,92.647,4,6.702,78.445,14.56,93.804,1.0274,1.4092,50.3,1.1973,1.9789,1.5338,0
BATCHV2_005859,KMAT_TRUCK_01,2023-04-18,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,RED,76,44,18,9,0.1211,20.188,49.55,70.725,87.662,1,8.496,80.735,17.743,85.638,1.6725,2.971,27.685,1.1481,4.1781,1.3732,0
BATCHV2_005860,KMAT_TRUCK_01,2023-04-18,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,RED,44,44,16,7,0.1577,26.068,40.76,81.659,90.463,2,7.801,71.81,11.024,92.089,0.786,2.7519,34.74,0.8251,3.8019,1.4791,0
BATCHV2_005861,KMAT_TRUCK_01,2023-04-18,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,BLUE,66,45,16,7,0.1518,18.894,53.72,79.303,93.537,4,10.761,72.185,7.958,82.865,1.4095,1.999,41.207,1.0234,2.4953,2.4051,0
BATCHV2_005862,KMAT_TRUCK_01,2023-04-18,PLANT_IN_01,TRUCK_LINE_04,V6,PREMIUM,STANDARD,BLUE,57,48,17,6,0.1494,24.269,58.551,69.14,98.449,5,8.462,83.889,27.941,76.141,3.2878,1.9048,13.771,2.9697,0.1,0.5139,0
BATCHV2_005863,KMAT_TRUCK_01,2023-04-18,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,STANDARD,BLUE,82,46,18,7,0.1294,23.766,60.002,64.541,95.116,3,5.739,82.254,43.014,64.846,2.5245,2.3227,20.925,2.5155,0.7421,1.3138,0
BATCHV2_005864,KMAT_TRUCK_01,2023-04-18,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,BLUE,25,43,16,7,0.1297,27.205,58.989,70.174,97.333,4,5.501,80.511,6.002,69.136,2.1945,2.2589,21.637,2.3543,0.7409,0.7147,0
BATCHV2_005865,KMAT_TRUCK_01,2023-04-19,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,70,41,15,6,0.1186,24.536,52.98,71.0,96.006,4,9.302,98.211,32.254,79.901,1.6711,2.3457,53.129,1.9259,1.7268,1.585,0
BATCHV2_005866,KMAT_TRUCK_01,2023-04-19,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,OFFROAD,BLUE,29,43,18,7,0.1097,24.26,42.884,79.982,83.797,3,5.424,76.007,2.879,87.268,2.071,2.8464,33.819,2.1663,5.4369,0.4781,0
BATCHV2_005867,KMAT_TRUCK_01,2023-04-19,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,STANDARD,BLUE,81,46,17,7,0.1283,26.405,58.026,75.201,92.84,1,5.089,65.791,5.882,72.549,1.1039,1.5729,11.001,0.9144,2.238,3.8106,1
BATCHV2_005868,KMAT_TRUCK_01,2023-04-19,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,STANDARD,RED,85,45,17,9,0.1435,27.413,55.384,68.568,85.376,2,6.765,75.522,10.438,81.379,1.6772,2.4489,11.327,1.0237,4.8098,4.9765,1
BATCHV2_005869,KMAT_TRUCK_01,2023-04-19,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,73,39,16,4,0.1067,23.596,51.92,61.721,97.358,6,8.083,68.905,14.206,69.31,1.6046,1.2981,13.085,0.8779,0.9639,1.1836,0
BATCHV2_005870,KMAT_TRUCK_01,2023-04-19,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,RED,36,48,16,6,0.1301,20.523,50.109,79.019,99.0,5,8.32,78.835,15.3,85.878,1.7313,1.7035,30.616,1.572,0.1,1.7886,0
BATCHV2_005871,KMAT_TRUCK_01,2023-04-19,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,62,37,14,6,0.1299,22.796,54.639,63.004,95.375,0,6.485,78.409,18.521,76.003,1.6375,3.1416,15.456,1.8478,1.9276,1.6985,0
BATCHV2_005872,KMAT_TRUCK_01,2023-04-19,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,STANDARD,RED,58,37,14,4,0.1367,26.219,42.331,70.704,92.35,3,3.938,89.404,0.772,83.923,1.6236,1.8233,7.946,1.6892,2.5084,0.814,0
BATCHV2_005873,KMAT_TRUCK_01,2023-04-19,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,RED,85,41,15,6,0.1099,26.647,46.676,73.962,89.441,6,8.7,70.89,5.305,90.004,2.0682,1.8678,46.744,1.5104,3.9108,1.315,0
BATCHV2_005874,KMAT_TRUCK_01,2023-04-19,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,79,40,15,5,0.1059,24.229,38.479,63.019,94.53,6,9.346,77.478,4.979,70.96,2.4387,1.754,11.196,2.1432,2.3485,0.9468,0
BATCHV2_005875,KMAT_TRUCK_01,2023-04-19,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,RED,19,41,15,4,0.128,21.769,55.517,62.516,93.471,1,5.882,98.652,24.392,76.595,2.2081,2.3346,41.264,2.1048,2.387,1.9604,0
BATCHV2_005876,KMAT_TRUCK_01,2023-04-19,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,BLUE,72,44,17,7,0.1352,24.506,48.854,72.891,91.927,0,6.52,77.045,3.129,93.03,1.5705,2.9233,5.104,1.3461,2.8312,1.6448,0
BATCHV2_005877,KMAT_TRUCK_01,2023-04-19,PLANT_IN_01,TRUCK_LINE_04,V6,PREMIUM,STANDARD,BLUE,56,44,17,8,0.1155,23.817,58.579,55.0,95.75,4,8.62,78.15,33.799,73.123,2.1081,2.4706,47.098,2.0121,1.3107,5.6528,1
BATCHV2_005878,KMAT_TRUCK_01,2023-04-20,PLANT_IN_01,TRUCK_LINE_04,V8,PREMIUM,STANDARD,BLUE,69,53,19,9,0.1834,24.952,56.445,55.781,97.245,2,2.725,95.315,44.436,54.713,1.9799,3.2518,23.855,2.3469,0.7788,5.7042,1
BATCHV2_005879,KMAT_TRUCK_01,2023-04-20,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,73,39,15,5,0.1374,27.402,53.252,67.062,94.024,6,7.634,72.512,2.426,81.273,1.2112,1.9109,22.996,1.3445,2.9826,1.0996,0
BATCHV2_005880,KMAT_TRUCK_01,2023-04-20,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,STANDARD,BLUE,10,45,16,8,0.1148,25.166,52.181,64.379,95.843,6,0.635,84.715,9.79,74.082,2.4645,2.2695,38.728,2.6531,1.065,1.541,0
