RFQ_CONFIG_VERSION_ID,RFQ_ID,FEATURE_AS_OF_TIMESTAMP,REVIEWED_AT,SOURCE_LANGUAGE,DOCUMENT_LENGTH_CHARS,PAGE_COUNT,OCR_QUALITY_SCORE,DOCUMENT_COMPLEXITY_SCORE,AMBIGUITY_TERM_COUNT,CONFLICTING_PHRASE_COUNT,UNSUPPORTED_VALUE_COUNT,SYNONYM_MATCH_STRENGTH,TRANSLATION_USED_FLAG,TRANSLATION_QUALITY_SCORE,SOURCE_TEXT_PRESENT_FLAG,EXTRACTED_ENGINE,EXTRACTED_CAB,EXTRACTED_WHEEL,EXTRACTED_COLOR,ENGINE_EXTRACTION_CONFIDENCE,CAB_EXTRACTION_CONFIDENCE,WHEEL_EXTRACTION_CONFIDENCE,COLOR_EXTRACTION_CONFIDENCE,ENGINE_TEXT_EVIDENCE_FLAG,CAB_TEXT_EVIDENCE_FLAG,WHEEL_TEXT_EVIDENCE_FLAG,COLOR_TEXT_EVIDENCE_FLAG,VALID_EXTRACTED_VALUE_COUNT,TEXT_SUPPORTED_VALUE_COUNT,MISSING_REQUIREMENT_COUNT,EXACT_PHRASE_MATCH_COUNT,SYNONYM_MATCH_COUNT,RULE_VALIDATION_PASS_COUNT,CORTEX_EXTRACTION_STATUS,CORTEX_REASONING_AVAILABLE_FLAG,RULE_BMCS_SCORE,CORTEX_CONFIDENCE_SCORE,DEVELOPMENT_HYBRID_BMCS_SCORE,ENGINEER_FINAL_ENGINE,ENGINEER_FINAL_CAB,ENGINEER_FINAL_WHEEL,ENGINEER_FINAL_COLOR,ENGINEER_CORRECTION_COUNT,ENGINEER_ACCEPTED_WITHOUT_CHANGE_FLAG,FINAL_REVIEW_OUTCOME,REVIEWER_ROLE,CORRECT_MAPPING_FLAG
RFQCFG_BMCSV2_0005646_V1,RFQ_BMCSV2_0005646,2022-02-26 11:19:00,2022-03-04 17:19:00,EN,3914,3,0.928479,56.2985,0,0,0,0.67026,0,1.0,1,V8,STANDARD,STANDARD,RED,0.949538,0.916058,0.963662,0.857251,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,96.0,92.162719,94.465088,V8,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0020331_V1,RFQ_BMCSV2_0020331,2022-02-26 11:22:00,2022-03-12 14:22:00,EN,1544,1,0.999,73.72,1,0,0,0.760224,0,1.0,1,V8,STANDARD,STANDARD,BLUE,0.906212,0.779441,0.834463,0.995,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,88.25,87.877903,88.101161,V8,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,1
RFQCFG_BMCSV2_0003022_V1,RFQ_BMCSV2_0003022,2022-02-26 12:58:00,2022-03-02 16:58:00,ES,4252,4,0.849841,60.6506,2,0,0,0.562907,1,0.836079,1,V6,STANDARD,STANDARD,BLUE,0.814694,0.937268,0.817179,0.770711,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,80.5,83.496271,81.698508,V6,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,0
RFQCFG_BMCSV2_0021557_V1,RFQ_BMCSV2_0021557,2022-02-26 13:13:00,2022-03-11 17:13:00,FR,2680,2,0.985857,87.3433,0,1,0,0.774021,1,0.908237,1,V8,STANDARD,OFFROAD,BLUE,0.918156,0.701735,0.748695,0.896654,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,96.0,78.130992,88.852397,V8,PREMIUM,STANDARD,BLUE,2,0,CORRECTED_AND_ACCEPTED,COST_ENGINEER,0
RFQCFG_BMCSV2_0000804_V1,RFQ_BMCSV2_0000804,2022-02-26 14:26:00,2022-03-06 20:26:00,EN,2674,3,0.909819,52.5669,2,0,0,0.713294,0,1.0,1,UNKNOWN,PREMIUM,OFFROAD,BLUE,0.590033,0.576651,0.698709,0.569293,1,1,0,1,3,3,1,2,1,3,PARTIAL,1,56.5,55.86717,56.246868,V8,STANDARD,OFFROAD,RED,3,0,REJECTED_AND_REWORKED,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0006491_V1,RFQ_BMCSV2_0006491,2022-02-26 14:51:00,2022-03-08 16:51:00,FR,2890,3,0.770047,92.8072,2,1,0,0.627404,1,0.805233,1,V8,PREMIUM,STANDARD,RED,0.822732,0.457845,0.446817,0.884045,0,0,1,1,4,2,0,2,0,4,PARTIAL,1,60.0,61.785984,60.714394,V8,STANDARD,OFFROAD,RED,2,0,CORRECTED_AND_ACCEPTED,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0007853_V1,RFQ_BMCSV2_0007853,2022-02-26 14:55:00,2022-03-01 15:55:00,EN,2002,2,0.863303,35.4393,0,0,0,0.766249,0,1.0,1,V6,STANDARD,STANDARD,BLUE,0.986121,0.884104,0.800488,0.978942,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,96.0,91.24137,94.096548,V6,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0001066_V1,RFQ_BMCSV2_0001066,2022-02-26 17:12:00,2022-03-04 18:12:00,EN,2516,3,0.808669,37.8789,1,0,0,0.749404,0,1.0,1,V6,STANDARD,STANDARD,BLUE,0.7433,0.929891,0.833623,0.984289,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,88.25,87.277559,87.861024,V6,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0017733_V1,RFQ_BMCSV2_0017733,2022-02-26 18:24:00,2022-03-04 19:24:00,EN,4369,4,0.934978,47.2503,0,0,0,0.820328,0,1.0,1,V8,STANDARD,STANDARD,RED,0.995,0.995,0.92292,0.947566,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,96.0,96.512166,96.204867,V8,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0017778_V1,RFQ_BMCSV2_0017778,2022-02-26 18:37:00,2022-03-08 23:37:00,DE,2369,3,0.792344,79.9638,1,0,1,0.68007,1,0.905907,1,V8,STANDARD,OFFROAD,BLUE,0.622831,0.991896,0.980969,0.889705,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,88.25,84.635052,86.804021,V6,STANDARD,OFFROAD,BLUE,1,0,CORRECTED_AND_ACCEPTED,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0004407_V1,RFQ_BMCSV2_0004407,2022-02-26 18:59:00,2022-03-07 23:59:00,EN,1105,1,0.822508,43.4862,0,1,0,0.961626,0,1.0,1,V6,STANDARD,STANDARD,BLUE,0.964576,0.912939,0.949383,0.844156,1,1,1,0,4,3,0,3,0,4,COMPLETE,1,85.75,88.276348,86.760539,V6,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0002879_V1,RFQ_BMCSV2_0002879,2022-02-27 08:15:00,2022-03-06 15:15:00,EN,2778,3,0.824938,45.6436,0,1,0,0.965597,0,1.0,1,V6,STANDARD,STANDARD,RED,0.905074,0.957839,0.955339,0.850009,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,96.0,88.206507,92.882603,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0023067_V1,RFQ_BMCSV2_0023067,2022-02-27 08:50:00,2022-03-09 09:50:00,DE,1619,2,0.935513,53.5594,1,0,0,0.526995,1,0.894982,1,V6,PREMIUM,STANDARD,RED,0.593865,0.925896,0.943889,0.957926,0,1,1,1,4,3,0,2,1,4,COMPLETE,1,78.0,85.539415,81.015766,V8,STANDARD,STANDARD,RED,2,0,CORRECTED_AND_ACCEPTED,COST_ENGINEER,0
RFQCFG_BMCSV2_0002859_V1,RFQ_BMCSV2_0002859,2022-02-27 09:25:00,2022-03-10 12:25:00,FR,2631,2,0.969823,23.5772,1,0,0,0.444516,1,0.931837,1,V8,PREMIUM,OFFROAD,RED,0.910839,0.861513,0.965738,0.836008,1,1,1,0,4,3,0,3,0,4,COMPLETE,1,78.0,89.35245,82.54098,V8,PREMIUM,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0012261_V1,RFQ_BMCSV2_0012261,2022-02-27 10:55:00,2022-02-28 16:55:00,ES,1810,1,0.96945,67.9092,2,3,0,0.775138,1,0.828443,1,V8,PREMIUM,OFFROAD,RED,0.700651,0.806693,0.48613,0.397091,0,1,1,0,4,2,0,2,0,4,PARTIAL,1,60.0,49.264146,55.705659,V8,PREMIUM,STANDARD,BLUE,2,0,CORRECTED_AND_ACCEPTED,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0022943_V1,RFQ_BMCSV2_0022943,2022-02-27 10:59:00,2022-03-12 13:59:00,DE,2388,2,0.893155,36.7612,0,0,0,0.787778,1,0.803019,1,V8,PREMIUM,OFFROAD,BLUE,0.990482,0.904925,0.971325,0.916419,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,96.0,94.578784,95.431514,V8,PREMIUM,OFFROAD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0019535_V1,RFQ_BMCSV2_0019535,2022-02-27 12:31:00,2022-03-11 17:31:00,EN,4354,4,0.904826,28.4773,0,0,0,0.827488,0,1.0,1,V6,STANDARD,OFFROAD,RED,0.97715,0.951214,0.973088,0.890778,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,96.0,94.805749,95.5223,V6,STANDARD,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0009956_V1,RFQ_BMCSV2_0009956,2022-02-27 12:39:00,2022-03-12 15:39:00,EN,4833,3,0.866011,60.6739,1,1,0,0.80464,0,1.0,1,V8,PREMIUM,STANDARD,RED,0.876026,0.942319,0.841206,0.877026,0,1,1,1,4,3,0,3,0,4,COMPLETE,1,78.0,84.914425,80.76577,V8,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0019844_V1,RFQ_BMCSV2_0019844,2022-02-27 13:12:00,2022-03-10 14:12:00,EN,1928,2,0.985729,33.8759,0,0,1,0.625857,0,1.0,1,V8,PREMIUM,STANDARD,RED,0.995,0.918933,0.961138,0.976833,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,96.0,93.797592,95.119037,V8,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0007574_V1,RFQ_BMCSV2_0007574,2022-02-27 13:14:00,2022-03-01 17:14:00,ES,828,1,0.984,73.2845,2,2,0,0.803618,1,0.977547,1,V6,PREMIUM,STANDARD,RED,0.762253,0.515961,0.630373,0.801925,1,1,0,1,4,3,0,3,0,4,COMPLETE,1,70.25,60.762783,66.455113,V6,STANDARD,OFFROAD,RED,2,0,CORRECTED_AND_ACCEPTED,COST_ENGINEER,0
RFQCFG_BMCSV2_0019071_V1,RFQ_BMCSV2_0019071,2022-02-27 14:30:00,2022-03-02 15:30:00,DE,2113,2,0.786795,56.4264,0,2,0,0.543998,1,0.95229,1,V6,PREMIUM,STANDARD,BLUE,0.662462,0.773312,0.739344,0.715844,0,1,1,1,4,3,0,2,1,4,COMPLETE,1,85.75,65.274073,77.559629,V6,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0012662_V1,RFQ_BMCSV2_0012662,2022-02-27 14:47:00,2022-03-06 19:47:00,EN,2206,2,0.999,58.4891,1,0,1,0.724372,0,1.0,1,V6,STANDARD,OFFROAD,BLUE,0.886008,0.995,0.870413,0.727718,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,88.25,84.478473,86.741389,V6,STANDARD,OFFROAD,RED,1,0,CORRECTED_AND_ACCEPTED,COST_ENGINEER,0
RFQCFG_BMCSV2_0015279_V1,RFQ_BMCSV2_0015279,2022-02-27 14:49:00,2022-03-04 19:49:00,FR,1001,1,0.872743,38.5063,4,0,0,0.755229,1,0.995,1,V6,PREMIUM,STANDARD,RED,0.833191,0.776851,0.7949,0.68821,1,0,1,1,4,3,0,2,1,4,COMPLETE,1,54.75,77.328813,63.781525,V6,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0012131_V1,RFQ_BMCSV2_0012131,2022-02-27 16:23:00,2022-03-10 18:23:00,ES,2321,2,0.999,71.328,4,0,0,0.810885,1,0.881285,1,V6,STANDARD,STANDARD,BLUE,0.854044,0.754654,0.80358,0.860723,1,1,0,1,4,3,0,2,1,4,COMPLETE,1,54.75,81.825022,65.580009,V6,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,0
RFQCFG_BMCSV2_0015107_V1,RFQ_BMCSV2_0015107,2022-02-27 16:45:00,2022-03-10 17:45:00,FR,4945,5,0.827277,63.7341,0,1,1,0.693214,1,0.995,1,V8,STANDARD,OFFROAD,BLUE,0.780711,0.850077,0.673534,0.759325,1,0,1,0,4,2,0,2,0,4,PARTIAL,1,75.5,70.591171,73.536468,V8,STANDARD,STANDARD,BLUE,1,0,CORRECTED_AND_ACCEPTED,RFQ_REVIEW_LEAD,0
RFQCFG_BMCSV2_0016500_V1,RFQ_BMCSV2_0016500,2022-02-27 16:45:00,2022-03-03 21:45:00,ES,8039,6,0.95063,39.5929,0,1,1,0.559907,1,0.93955,1,V6,STANDARD,STANDARD,RED,0.995,0.930811,0.801309,0.982772,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,96.0,86.747321,92.298929,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0000892_V1,RFQ_BMCSV2_0000892,2022-02-27 17:42:00,2022-03-01 21:42:00,EN,5154,5,0.866624,65.7038,2,2,0,0.957742,0,1.0,1,V6,STANDARD,STANDARD,RED,0.683911,0.702991,0.718643,0.967129,0,1,0,1,4,2,0,1,1,4,PARTIAL,1,60.0,69.816843,63.926737,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,1
RFQCFG_BMCSV2_0007679_V1,RFQ_BMCSV2_0007679,2022-02-27 18:34:00,2022-03-13 01:34:00,EN,2871,2,0.999,44.3428,2,1,0,0.823162,0,1.0,1,V6,PREMIUM,OFFROAD,RED,0.828379,0.900991,0.878376,0.770815,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,80.5,80.964037,80.685615,V6,PREMIUM,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0005060_V1,RFQ_BMCSV2_0005060,2022-02-28 07:48:00,2022-03-06 10:48:00,FR,2492,2,0.932069,49.4798,1,1,0,0.770726,1,0.921374,1,V6,PREMIUM,STANDARD,BLUE,0.900206,0.723656,0.941738,0.931889,1,0,1,1,4,3,0,3,0,4,COMPLETE,1,78.0,83.937244,80.374898,V6,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0005319_V1,RFQ_BMCSV2_0005319,2022-02-28 08:11:00,2022-03-10 15:11:00,EN,3687,3,0.93956,61.237,0,1,0,0.549048,0,1.0,1,V8,PREMIUM,OFFROAD,RED,0.767736,0.915761,0.889373,0.82227,0,1,1,1,4,3,0,2,1,4,COMPLETE,1,85.75,81.378503,84.001401,V8,PREMIUM,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0001077_V1,RFQ_BMCSV2_0001077,2022-02-28 08:13:00,2022-03-08 14:13:00,ES,1068,1,0.856801,57.7893,3,1,0,0.735603,1,0.860951,1,V8,STANDARD,STANDARD,BLUE,0.87246,0.63455,0.77282,0.631367,1,0,1,0,4,2,0,1,1,4,PARTIAL,1,52.25,69.279958,59.061983,V8,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0011425_V1,RFQ_BMCSV2_0011425,2022-02-28 10:15:00,2022-03-04 17:15:00,DE,2690,2,0.999,47.0466,1,0,2,0.707898,1,0.945667,1,V6,STANDARD,STANDARD,BLUE,0.995,0.986032,0.826714,0.845243,1,1,1,1,4,4,0,2,2,4,COMPLETE,0,88.25,86.324719,87.479888,V6,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0014824_V1,RFQ_BMCSV2_0014824,2022-02-28 11:23:00,2022-03-07 18:23:00,FR,2635,3,0.840199,85.9038,0,0,0,0.750397,1,0.893027,1,V6,STANDARD,STANDARD,RED,0.995,0.977495,0.910274,0.784056,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,96.0,91.670638,94.268255,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0015177_V1,RFQ_BMCSV2_0015177,2022-02-28 11:31:00,2022-03-10 13:31:00,EN,3645,3,0.999,48.5846,1,0,0,0.797623,0,1.0,1,V6,STANDARD,STANDARD,RED,0.762531,0.906961,0.863757,0.850832,1,0,1,1,4,3,0,3,0,4,COMPLETE,1,78.0,84.602021,80.640808,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0013632_V1,RFQ_BMCSV2_0013632,2022-02-28 13:00:00,2022-03-02 16:00:00,FR,2708,2,0.999,50.6195,0,0,0,0.699209,1,0.993535,1,V6,STANDARD,STANDARD,RED,0.995,0.930443,0.923827,0.986899,1,1,1,1,4,4,0,0,4,4,COMPLETE,1,96.0,95.904246,95.961698,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0017140_V1,RFQ_BMCSV2_0017140,2022-02-28 16:46:00,2022-03-14 18:46:00,FR,2847,2,0.926439,27.8463,1,0,1,0.84146,1,0.905392,1,V8,STANDARD,OFFROAD,RED,0.77739,0.905235,0.92114,0.819002,1,1,1,1,4,4,0,1,3,4,COMPLETE,1,88.25,83.069181,86.177672,V8,STANDARD,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0006012_V1,RFQ_BMCSV2_0006012,2022-02-28 16:50:00,2022-03-02 17:50:00,EN,1738,2,0.939658,46.8859,0,0,0,0.70677,0,1.0,1,V6,PREMIUM,STANDARD,RED,0.995,0.995,0.891584,0.971044,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,96.0,96.315715,96.126286,V6,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0019726_V1,RFQ_BMCSV2_0019726,2022-02-28 17:14:00,2022-03-11 20:14:00,EN,4237,3,0.801093,22.5021,1,2,0,0.732023,0,1.0,1,V6,STANDARD,OFFROAD,BLUE,0.77337,0.734498,0.795541,0.683777,0,1,1,0,4,2,0,2,0,4,PARTIAL,1,67.75,67.679657,67.721863,V6,STANDARD,OFFROAD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,1
RFQCFG_BMCSV2_0013491_V1,RFQ_BMCSV2_0013491,2022-02-28 18:07:00,2022-03-07 22:07:00,DE,1742,1,0.851302,20.5921,2,0,0,0.510588,1,0.921995,1,V8,PREMIUM,STANDARD,BLUE,0.830342,0.848343,0.806875,0.904965,0,1,1,1,4,3,0,3,0,4,COMPLETE,1,70.25,84.763111,76.055244,V8,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0011341_V1,RFQ_BMCSV2_0011341,2022-03-01 07:05:00,2022-03-06 13:05:00,DE,1878,2,0.796884,72.8017,1,2,1,0.690476,1,0.995,1,V8,STANDARD,OFFROAD,BLUE,0.74884,0.755619,0.438423,0.632726,0,1,0,0,4,1,0,1,0,4,PARTIAL,1,57.5,54.890198,56.456079,V8,STANDARD,STANDARD,BLUE,1,0,CORRECTED_AND_ACCEPTED,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0019744_V1,RFQ_BMCSV2_0019744,2022-03-01 07:55:00,2022-03-11 14:55:00,EN,1725,2,0.886171,63.4641,1,0,1,0.725832,0,1.0,1,V8,PREMIUM,STANDARD,BLUE,0.942496,0.924538,0.922754,0.841288,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,88.25,88.276878,88.260751,V8,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0009683_V1,RFQ_BMCSV2_0009683,2022-03-01 08:10:00,2022-03-14 14:10:00,EN,2076,2,0.947853,19.6888,0,0,0,0.749356,0,1.0,1,V6,STANDARD,STANDARD,BLUE,0.948761,0.992949,0.995,0.907941,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,96.0,96.116296,96.046518,V6,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0009787_V1,RFQ_BMCSV2_0009787,2022-03-01 10:20:00,2022-03-09 13:20:00,EN,1056,1,0.986907,27.1041,1,0,0,0.781416,0,1.0,1,V6,STANDARD,STANDARD,RED,0.79443,0.995,0.849618,0.959433,0,1,1,1,4,3,0,3,0,4,COMPLETE,1,78.0,89.962017,82.784807,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0013998_V1,RFQ_BMCSV2_0013998,2022-03-01 10:23:00,2022-03-05 16:23:00,DE,5264,4,0.78628,43.0112,1,0,1,0.686579,1,0.888417,0,V6,STANDARD,STANDARD,RED,0.873944,0.806765,0.829686,0.995,0,0,1,1,4,2,0,1,1,4,FAILED,0,67.75,77.134866,71.503946,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0007158_V1,RFQ_BMCSV2_0007158,2022-03-01 10:51:00,2022-03-12 15:51:00,EN,1853,2,0.949391,49.4629,2,0,1,0.832444,0,1.0,1,V6,STANDARD,STANDARD,RED,0.885719,0.835821,0.770249,0.926496,0,1,0,1,4,2,0,1,1,4,PARTIAL,1,60.0,82.957138,69.182855,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0017453_V1,RFQ_BMCSV2_0017453,2022-03-01 11:13:00,2022-03-05 17:13:00,EN,1471,2,0.904262,54.8855,0,1,0,0.911359,0,1.0,1,V8,STANDARD,STANDARD,RED,0.817728,0.703258,0.840469,0.897422,0,0,1,1,4,2,0,2,0,4,PARTIAL,1,75.5,77.971936,76.488775,V8,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,1
RFQCFG_BMCSV2_0009811_V1,RFQ_BMCSV2_0009811,2022-03-01 11:59:00,2022-03-15 12:59:00,EN,1578,1,0.928406,56.7273,0,0,0,0.936393,0,1.0,1,V8,PREMIUM,STANDARD,RED,0.84317,0.899595,0.876829,0.995,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,96.0,90.364837,93.745935,V8,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0005455_V1,RFQ_BMCSV2_0005455,2022-03-01 12:45:00,2022-03-05 17:45:00,EN,1678,2,0.893388,46.5582,1,0,1,0.824139,0,1.0,1,V8,PREMIUM,STANDARD,BLUE,0.943628,0.995,0.944184,0.84805,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,88.25,90.771562,89.258625,V8,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0019170_V1,RFQ_BMCSV2_0019170,2022-03-01 13:08:00,2022-03-12 16:08:00,EN,8760,8,0.923862,32.1835,3,1,0,0.771697,0,1.0,1,V8,STANDARD,STANDARD,RED,0.708637,0.718295,0.743679,0.7104,1,1,0,1,4,3,0,3,0,4,COMPLETE,1,62.5,68.525269,64.910107,V8,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0021272_V1,RFQ_BMCSV2_0021272,2022-03-01 13:47:00,2022-03-03 15:47:00,ES,2711,3,0.789395,48.7243,1,2,0,0.679623,1,0.983252,1,V6,STANDARD,STANDARD,RED,0.874922,0.740815,0.808199,0.725771,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,88.25,71.742705,81.647082,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0008167_V1,RFQ_BMCSV2_0008167,2022-03-01 13:50:00,2022-03-13 18:50:00,EN,2207,2,0.964133,25.964,0,0,1,0.926857,0,1.0,1,V8,PREMIUM,OFFROAD,BLUE,0.995,0.938234,0.962618,0.984732,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,96.0,94.514581,95.405832,V8,PREMIUM,OFFROAD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0004323_V1,RFQ_BMCSV2_0004323,2022-03-01 13:55:00,2022-03-06 19:55:00,EN,1557,2,0.999,96.2542,4,0,0,0.733989,0,1.0,1,V8,PREMIUM,OFFROAD,RED,0.771579,0.786484,0.995,0.915413,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,65.0,86.711878,73.684751,V8,PREMIUM,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0010158_V1,RFQ_BMCSV2_0010158,2022-03-01 14:44:00,2022-03-02 19:44:00,DE,11323,9,0.999,59.1727,1,0,0,0.728794,1,0.917594,1,V6,STANDARD,OFFROAD,RED,0.995,0.920274,0.900477,0.931626,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,88.25,93.684431,90.423773,V6,STANDARD,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0020629_V1,RFQ_BMCSV2_0020629,2022-03-01 14:57:00,2022-03-10 21:57:00,EN,1020,1,0.995159,66.9076,2,0,0,0.892671,0,1.0,1,V6,STANDARD,OFFROAD,RED,0.86992,0.834389,0.833637,0.995,1,1,0,1,4,3,0,2,1,4,COMPLETE,1,70.25,88.323651,77.47946,V6,STANDARD,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
