OBSERVATION_ID,SERIES_KEY,COMMODITY_GROUP,SUPPLIER_REGION,SUPPLIER_ID,INDEX_MONTH,FEATURE_AS_OF_DATE,APPROVED_ENERGY_FORECAST_INDEX,APPROVED_FREIGHT_FORECAST_INDEX,APPROVED_FX_FORECAST_INDEX,APPROVED_MARKET_PMI,APPROVED_PORT_CONGESTION_INDEX,SUPPLIER_LEAD_TIME_DAYS,SUPPLIER_RELIABILITY_SCORE,CONTRACT_ESCALATION_PCT,REALIZED_MATERIAL_INDEX
FMISV2_0000640,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2023-04-01,2023-03-01,121.5099,111.6855,104.3717,51.7497,38.5977,26.719,91.972,1.7478,121.06364
FMISV2_0000641,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2023-05-01,2023-04-01,120.5085,107.1975,102.5815,48.0522,43.8878,25.819,92.204,2.0113,122.33208
FMISV2_0000642,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2023-06-01,2023-05-01,117.5433,107.3286,100.2708,46.8898,33.7447,21.557,93.546,2.0165,121.46087
FMISV2_0000643,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2023-07-01,2023-06-01,120.1308,101.7859,99.4204,46.994,36.5958,25.813,92.544,1.8965,119.47256
FMISV2_0000644,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2023-08-01,2023-07-01,116.5932,99.4298,102.0721,45.6769,45.0821,28.481,94.514,1.952,118.3975
FMISV2_0000645,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2023-09-01,2023-08-01,119.9535,102.9296,99.9581,47.7256,48.7099,26.038,94.207,2.4734,119.22279
FMISV2_0000646,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2023-10-01,2023-09-01,117.4428,107.1494,101.3642,48.2576,48.8767,26.257,95.13,2.8372,119.03343
FMISV2_0000647,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2023-11-01,2023-10-01,116.1112,97.4167,99.9633,47.0184,50.484,22.705,92.881,2.7916,118.47336
FMISV2_0000648,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2023-12-01,2023-11-01,116.4076,105.556,103.1742,49.4617,51.8451,24.055,93.65,2.3112,119.17985
FMISV2_0000649,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-01-01,2023-12-01,117.4845,115.6111,106.2376,50.6718,46.8861,29.33,94.018,1.8671,119.28005
FMISV2_0000650,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-02-01,2024-01-01,117.8622,118.6903,105.2097,53.9543,49.0509,23.488,94.324,2.2725,123.02886
FMISV2_0000651,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-03-01,2024-02-01,127.4457,115.9259,107.6951,51.2903,43.3594,25.883,94.93,1.9203,123.82433
FMISV2_0000652,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-04-01,2024-03-01,128.731,115.0208,105.052,52.6001,40.3482,24.063,94.078,2.2519,125.3071
FMISV2_0000653,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-05-01,2024-04-01,124.2926,114.35,100.0414,54.2701,40.2109,20.052,94.021,2.1033,126.38092
FMISV2_0000654,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-06-01,2024-05-01,119.1319,108.8524,102.6543,53.1257,30.6917,20.577,93.206,2.407,124.68051
FMISV2_0000655,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-07-01,2024-06-01,122.1279,102.1748,102.4707,53.1732,41.7271,25.415,94.128,2.5922,124.72838
FMISV2_0000656,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-08-01,2024-07-01,121.4915,100.0442,100.6502,49.9254,43.1696,25.859,93.909,2.403,122.18636
FMISV2_0000657,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-09-01,2024-08-01,116.8088,106.9974,100.2134,51.7429,43.7449,23.301,94.053,2.8438,120.97393
FMISV2_0000658,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-10-01,2024-09-01,120.5409,107.4528,101.4149,50.1718,44.5531,28.047,89.955,2.579,120.59448
FMISV2_0000659,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-11-01,2024-10-01,121.8495,112.1516,103.8644,46.0944,62.486,25.17,94.605,2.8402,121.17122
FMISV2_0000660,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2024-12-01,2024-11-01,119.2886,110.8493,100.0879,47.805,56.3391,29.911,92.271,2.3155,122.39741
FMISV2_0000661,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-01-01,2024-12-01,122.7039,115.5027,105.1059,48.0898,50.8256,25.594,94.603,2.5988,121.84891
FMISV2_0000662,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-02-01,2025-01-01,126.956,117.1364,104.877,46.2308,40.1366,26.348,93.223,2.6585,122.64659
FMISV2_0000663,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-03-01,2025-02-01,125.8724,113.8069,104.2955,46.5923,42.2164,27.679,93.991,2.3836,121.6617
FMISV2_0000664,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-04-01,2025-03-01,125.8778,115.5665,104.6989,47.5916,47.7817,24.488,94.721,2.7627,124.57722
FMISV2_0000665,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-05-01,2025-04-01,130.4023,108.1206,100.8093,48.8451,34.3671,25.528,91.356,2.5412,129.13421
FMISV2_0000666,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-06-01,2025-05-01,131.4832,108.1694,99.7966,47.773,28.9754,21.028,94.66,2.476,128.59847
FMISV2_0000667,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-07-01,2025-06-01,120.0944,108.2497,103.9028,49.3896,42.5897,23.644,93.556,2.1649,127.09484
FMISV2_0000668,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-08-01,2025-07-01,125.0966,109.1851,100.4183,52.9039,39.7252,24.45,93.707,1.9922,128.39865
FMISV2_0000669,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-09-01,2025-08-01,119.1498,102.1444,101.9623,51.1776,42.7608,24.183,92.537,2.7339,126.57862
FMISV2_0000670,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-10-01,2025-09-01,121.2697,100.6346,103.4304,51.6835,48.0615,29.465,93.729,2.4968,126.84686
FMISV2_0000671,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-11-01,2025-10-01,123.2357,110.9781,105.1572,53.3797,56.8966,26.867,92.652,2.8076,128.49285
FMISV2_0000672,STEEL|APAC|SUP_ST_01,STEEL,APAC,SUP_ST_01,2025-12-01,2025-11-01,126.6494,116.7064,102.5835,52.3006,43.2784,26.579,90.731,2.562,130.01858
FMISV2_0000673,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-01-01,2017-12-01,102.9351,106.2305,100.3863,48.6363,56.1335,26.199,87.243,1.1162,97.26449
FMISV2_0000674,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-02-01,2018-01-01,104.463,102.7035,104.1211,50.9948,41.8915,29.529,89.83,1.1057,99.19673
FMISV2_0000675,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-03-01,2018-02-01,104.2012,103.5918,102.5517,49.4252,54.977,22.44,88.726,1.4812,99.63272
FMISV2_0000676,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-04-01,2018-03-01,105.138,103.5876,98.4653,51.3662,47.1506,25.311,86.458,0.8507,98.76732
FMISV2_0000677,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-05-01,2018-04-01,108.9989,107.7421,97.0258,51.5444,44.6762,25.19,90.64,1.2038,99.80666
FMISV2_0000678,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-06-01,2018-05-01,103.0247,89.8612,93.0825,51.4006,42.9213,23.839,87.577,1.1767,97.56431
FMISV2_0000679,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-07-01,2018-06-01,101.6263,97.8658,97.3939,50.5753,34.2305,24.236,90.254,1.4913,95.89326
FMISV2_0000680,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-08-01,2018-07-01,95.1124,98.4985,96.9425,50.5688,36.0903,26.528,88.464,1.778,95.61768
FMISV2_0000681,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-09-01,2018-08-01,100.7065,95.9444,97.8648,48.5661,40.7119,26.177,88.784,1.1907,94.59207
FMISV2_0000682,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-10-01,2018-09-01,102.8332,96.9808,98.9736,48.9839,43.0843,23.915,86.938,1.011,95.41342
FMISV2_0000683,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-11-01,2018-10-01,94.31,101.6977,95.6322,48.472,52.8899,27.463,89.799,1.3582,93.35376
FMISV2_0000684,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2018-12-01,2018-11-01,106.2305,103.9334,100.9424,46.8643,59.6302,25.729,88.642,0.9622,94.87077
FMISV2_0000685,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-01-01,2018-12-01,104.4059,108.9392,100.247,48.2305,39.572,28.745,86.837,0.9486,97.84007
FMISV2_0000686,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-02-01,2019-01-01,104.8837,103.178,101.4897,46.8929,45.2941,24.653,87.746,1.0135,97.58636
FMISV2_0000687,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-03-01,2019-02-01,109.3531,108.4711,104.9584,50.1918,48.6169,25.319,87.737,1.3983,99.58695
FMISV2_0000688,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-04-01,2019-03-01,109.7496,102.3998,97.1729,49.2565,41.3393,24.984,86.522,1.408,101.14879
FMISV2_0000689,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-05-01,2019-04-01,110.2095,106.756,100.2803,49.2849,39.8617,24.479,88.273,1.5411,100.62179
FMISV2_0000690,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-06-01,2019-05-01,108.2254,97.9224,100.1792,52.3753,47.4373,21.839,88.69,1.0945,101.8983
FMISV2_0000691,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-07-01,2019-06-01,99.5688,94.3285,96.5504,51.466,38.0408,20.885,88.633,1.8999,102.19382
FMISV2_0000692,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-08-01,2019-07-01,103.3714,94.6544,95.5063,50.7377,39.4323,23.753,87.849,1.9922,102.31093
FMISV2_0000693,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-09-01,2019-08-01,98.0391,93.4916,95.8587,54.667,57.5192,26.301,87.733,1.9523,99.77979
FMISV2_0000694,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-10-01,2019-09-01,102.989,103.6798,97.1189,53.6604,61.5225,26.466,87.785,1.4067,98.2263
FMISV2_0000695,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-11-01,2019-10-01,102.0679,106.9712,98.5456,50.0924,51.0232,24.282,88.132,1.2111,99.35123
FMISV2_0000696,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2019-12-01,2019-11-01,102.9959,112.5474,100.531,51.9865,47.8538,28.894,89.234,1.3455,99.01375
FMISV2_0000697,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-01-01,2019-12-01,110.1435,110.9353,102.1597,53.376,48.3364,20.688,87.929,1.1979,99.80784
FMISV2_0000698,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-02-01,2020-01-01,115.7955,113.3031,102.9422,53.1077,49.9563,29.227,88.587,1.1522,102.80873
FMISV2_0000699,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-03-01,2020-02-01,109.2858,112.4017,101.8637,51.2515,54.1833,27.706,87.293,1.9459,103.53427
FMISV2_0000700,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-04-01,2020-03-01,110.9579,102.4057,100.0318,48.2291,44.104,24.948,88.566,1.5984,110.11373
FMISV2_0000701,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-05-01,2020-04-01,109.7981,104.8867,98.5287,47.3081,33.3903,27.397,89.289,2.7267,109.3703
FMISV2_0000702,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-06-01,2020-05-01,117.5258,97.4377,97.7565,49.9225,40.85,23.85,87.077,1.5197,107.56497
FMISV2_0000703,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-07-01,2020-06-01,103.2119,105.1801,96.4404,47.1907,36.2782,21.349,88.032,1.7465,105.7225
FMISV2_0000704,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-08-01,2020-07-01,104.6328,101.2908,98.5098,45.8148,35.0467,21.142,87.834,1.424,104.57956
FMISV2_0000705,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-09-01,2020-08-01,104.6045,93.7309,97.1124,45.0372,52.271,25.386,87.172,1.8219,104.57513
FMISV2_0000706,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-10-01,2020-09-01,106.7902,105.8281,96.7899,50.1332,42.8674,26.189,88.781,1.6473,105.10102
FMISV2_0000707,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-11-01,2020-10-01,103.5774,100.6185,99.3425,48.5166,49.1294,20.859,87.788,1.5307,103.69156
FMISV2_0000708,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2020-12-01,2020-11-01,106.6203,106.4558,100.4496,49.6546,44.2504,23.153,87.496,1.5372,102.95523
FMISV2_0000709,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-01-01,2020-12-01,109.3489,114.0991,101.16,52.8361,53.2156,30.976,87.094,1.8512,105.35336
FMISV2_0000710,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-02-01,2021-01-01,115.0235,104.2425,101.6722,51.3815,58.0388,26.882,86.905,2.0315,106.05796
FMISV2_0000711,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-03-01,2021-02-01,111.9497,104.6707,102.2528,53.4874,39.5819,24.864,89.132,1.1415,106.54488
FMISV2_0000712,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-04-01,2021-03-01,119.6959,108.6164,99.6212,53.3608,46.4441,21.799,87.865,2.0092,108.3512
FMISV2_0000713,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-05-01,2021-04-01,112.7161,96.394,99.4303,53.6997,38.7841,22.605,88.253,1.5539,109.70766
FMISV2_0000714,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-06-01,2021-05-01,115.5709,99.8472,98.8722,52.1906,35.5554,24.739,88.594,1.0844,108.70403
FMISV2_0000715,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-07-01,2021-06-01,110.2152,96.8253,98.947,51.9469,35.4923,26.694,88.872,2.0671,107.62369
FMISV2_0000716,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-08-01,2021-07-01,110.1049,94.9334,97.118,49.9846,35.6575,25.286,88.669,1.703,106.98011
FMISV2_0000717,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-09-01,2021-08-01,106.7397,107.617,96.5551,50.4862,41.908,23.895,87.72,2.3464,106.25538
FMISV2_0000718,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-10-01,2021-09-01,110.6796,103.1365,98.8168,51.3607,42.8419,24.496,87.006,1.7135,112.81753
FMISV2_0000719,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-11-01,2021-10-01,115.1356,105.9621,101.9816,49.3118,54.4724,26.005,89.751,1.7291,113.34838
FMISV2_0000720,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2021-12-01,2021-11-01,111.337,105.5673,100.645,46.4528,55.7673,24.433,88.638,2.0931,112.80132
FMISV2_0000721,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-01-01,2021-12-01,112.1994,123.5805,103.212,46.7115,48.5703,21.577,87.795,1.5346,111.65514
FMISV2_0000722,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-02-01,2022-01-01,111.0395,108.0289,104.2323,46.3247,53.8425,24.723,87.723,1.384,111.74036
FMISV2_0000723,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-03-01,2022-02-01,117.252,112.121,101.433,47.844,46.8625,21.831,85.419,2.7241,118.34009
FMISV2_0000724,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-04-01,2022-03-01,121.0944,101.5237,101.8219,48.0325,40.8477,26.462,87.53,1.7571,116.91857
FMISV2_0000725,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-05-01,2022-04-01,114.3896,107.384,99.1242,46.61,52.7075,27.226,88.682,2.6898,115.39555
FMISV2_0000726,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-06-01,2022-05-01,113.7828,101.4587,100.9238,46.9302,38.2018,22.853,89.422,2.4307,113.04224
FMISV2_0000727,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-07-01,2022-06-01,114.0836,102.0775,97.1912,51.5686,39.4617,26.662,86.989,1.521,112.31243
FMISV2_0000728,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-08-01,2022-07-01,117.7614,102.1247,98.1242,51.5157,40.2741,23.51,86.997,2.0987,113.25942
FMISV2_0000729,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-09-01,2022-08-01,107.0092,95.0342,96.5816,51.8277,40.9866,22.923,87.717,1.4867,111.99135
FMISV2_0000730,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-10-01,2022-09-01,112.5549,103.18,101.921,52.9565,42.8768,21.09,89.855,2.087,111.3433
FMISV2_0000731,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-11-01,2022-10-01,112.6264,100.6801,101.6751,52.7293,52.0187,26.554,87.168,2.6577,111.76704
FMISV2_0000732,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2022-12-01,2022-11-01,119.7558,102.1387,103.6284,51.9272,57.4425,26.643,90.684,2.677,112.757
FMISV2_0000733,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-01-01,2022-12-01,116.6644,108.2256,103.1289,49.7243,58.1623,20.904,88.634,1.7149,113.75186
FMISV2_0000734,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-02-01,2023-01-01,118.8731,114.9764,106.8953,50.5961,47.0902,26.057,87.333,2.6427,115.80813
FMISV2_0000735,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-03-01,2023-02-01,122.1048,112.1693,102.517,49.2389,34.0285,24.239,89.077,1.6987,115.40583
FMISV2_0000736,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-04-01,2023-03-01,121.5099,111.6855,103.3686,51.7497,38.5977,28.408,90.561,2.1435,117.22771
FMISV2_0000737,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-05-01,2023-04-01,120.5085,107.1975,101.269,48.0522,43.8878,22.707,88.299,1.9511,116.87183
FMISV2_0000738,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-06-01,2023-05-01,117.5433,107.3286,100.2748,46.8898,33.7447,21.981,90.57,1.7656,114.7184
FMISV2_0000739,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-07-01,2023-06-01,120.1308,101.7859,96.84,46.994,36.5958,21.955,88.296,2.2274,115.33268
FMISV2_0000740,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-08-01,2023-07-01,116.5932,99.4298,99.1273,45.6769,45.0821,30.422,89.25,2.4527,113.38256
FMISV2_0000741,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-09-01,2023-08-01,119.9535,102.9296,99.7236,47.7256,48.7099,22.607,88.756,3.1401,113.09693
FMISV2_0000742,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-10-01,2023-09-01,117.4428,107.1494,100.2784,48.2576,48.8767,22.372,88.828,2.7203,111.82667
FMISV2_0000743,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-11-01,2023-10-01,116.1112,97.4167,101.7606,47.0184,50.484,25.838,89.056,1.8173,110.33916
FMISV2_0000744,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2023-12-01,2023-11-01,116.4076,105.556,102.0468,49.4617,51.8451,25.626,88.837,2.4715,111.65178
FMISV2_0000745,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-01-01,2023-12-01,117.4845,115.6111,103.0897,50.6718,46.8861,24.876,89.264,3.0681,114.49264
FMISV2_0000746,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-02-01,2024-01-01,117.8622,118.6903,104.8128,53.9543,49.0509,24.132,89.737,2.1761,116.03059
FMISV2_0000747,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-03-01,2024-02-01,127.4457,115.9259,105.8341,51.2903,43.3594,26.368,88.106,2.3546,117.18369
FMISV2_0000748,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-04-01,2024-03-01,128.731,115.0208,101.7188,52.6001,40.3482,23.573,89.675,2.2514,116.5417
FMISV2_0000749,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-05-01,2024-04-01,124.2926,114.35,101.4246,54.2701,40.2109,27.307,88.982,2.3911,119.64559
FMISV2_0000750,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-06-01,2024-05-01,119.1319,108.8524,103.9118,53.1257,30.6917,23.858,90.306,2.1785,118.26474
FMISV2_0000751,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-07-01,2024-06-01,122.1279,102.1748,101.7518,53.1732,41.7271,23.525,87.745,2.4169,119.30705
FMISV2_0000752,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-08-01,2024-07-01,121.4915,100.0442,100.5007,49.9254,43.1696,25.714,88.279,2.1564,120.3173
FMISV2_0000753,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-09-01,2024-08-01,116.8088,106.9974,97.9018,51.7429,43.7449,24.095,90.396,2.8993,119.48176
FMISV2_0000754,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-10-01,2024-09-01,120.5409,107.4528,100.9341,50.1718,44.5531,25.662,88.679,3.0338,119.48434
FMISV2_0000755,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-11-01,2024-10-01,121.8495,112.1516,103.7327,46.0944,62.486,25.848,88.973,3.232,120.18742
FMISV2_0000756,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2024-12-01,2024-11-01,119.2886,110.8493,106.9093,47.805,56.3391,21.251,88.965,2.5419,120.49507
FMISV2_0000757,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-01-01,2024-12-01,122.7039,115.5027,104.0173,48.0898,50.8256,24.34,89.049,1.7674,120.41957
FMISV2_0000758,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-02-01,2025-01-01,126.956,117.1364,104.6244,46.2308,40.1366,23.02,90.016,2.4127,120.51808
FMISV2_0000759,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-03-01,2025-02-01,125.8724,113.8069,101.8698,46.5923,42.2164,20.585,88.967,2.0162,120.97993
FMISV2_0000760,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-04-01,2025-03-01,125.8778,115.5665,103.9622,47.5916,47.7817,27.097,85.528,2.2397,120.14918
FMISV2_0000761,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-05-01,2025-04-01,130.4023,108.1206,103.4994,48.8451,34.3671,24.627,88.911,2.5662,119.5791
FMISV2_0000762,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-06-01,2025-05-01,131.4832,108.1694,102.7063,47.773,28.9754,25.386,85.891,2.2157,119.65373
FMISV2_0000763,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-07-01,2025-06-01,120.0944,108.2497,97.7392,49.3896,42.5897,19.852,87.828,3.0882,119.29231
FMISV2_0000764,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-08-01,2025-07-01,125.0966,109.1851,97.4511,52.9039,39.7252,20.299,87.984,2.4856,119.95208
FMISV2_0000765,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-09-01,2025-08-01,119.1498,102.1444,101.2089,51.1776,42.7608,24.051,91.034,2.3381,118.35592
FMISV2_0000766,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-10-01,2025-09-01,121.2697,100.6346,100.042,51.6835,48.0615,25.483,87.648,2.8432,118.77438
FMISV2_0000767,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-11-01,2025-10-01,123.2357,110.9781,104.5507,53.3797,56.8966,26.129,86.933,2.3222,120.42528
FMISV2_0000768,STEEL|APAC|SUP_ST_02,STEEL,APAC,SUP_ST_02,2025-12-01,2025-11-01,126.6494,116.7064,104.1278,52.3006,43.2784,27.115,88.666,2.4995,120.81072
FMISV2_0000769,STEEL|APAC|SUP_ST_03,STEEL,APAC,SUP_ST_03,2018-01-01,2017-12-01,102.9351,106.2305,100.6309,48.6363,56.1335,36.003,92.547,1.5897,94.39174
FMISV2_0000770,STEEL|APAC|SUP_ST_03,STEEL,APAC,SUP_ST_03,2018-02-01,2018-01-01,104.463,102.7035,98.7572,50.9948,41.8915,31.96,95.857,1.7636,94.35397
FMISV2_0000771,STEEL|APAC|SUP_ST_03,STEEL,APAC,SUP_ST_03,2018-03-01,2018-02-01,104.2012,103.5918,99.7731,49.4252,54.977,34.63,94.72,1.1848,96.5232
FMISV2_0000772,STEEL|APAC|SUP_ST_03,STEEL,APAC,SUP_ST_03,2018-04-01,2018-03-01,105.138,103.5876,96.7257,51.3662,47.1506,28.077,96.784,1.3179,96.77809
FMISV2_0000773,STEEL|APAC|SUP_ST_03,STEEL,APAC,SUP_ST_03,2018-05-01,2018-04-01,108.9989,107.7421,96.7496,51.5444,44.6762,32.322,95.44,0.9454,97.93679
