OPERATION_RUN_ID,RUN_DATE,KMAT_ID,WORK_CENTER_ID,MACHINE_ID,OPERATION_ID,ENGINE,CAB,WHEEL,COLOR,MACHINE_AGE_YEARS,MACHINE_HOURS_RUN,PRE_RUN_VIBRATION_MM_S,PRE_RUN_TEMPERATURE_C,DAYS_SINCE_MAINTENANCE,TOOL_USAGE_CYCLES_PRE_RUN,SETUP_TIME_MINUTES,CONFIG_COMPLEXITY_SCORE,STANDARD_MAINTENANCE_COST_USD,SHIFT_LOAD_PCT,OPERATOR_EXPERIENCE_YEARS,RECENT_30D_DOWNTIME_MIN,PRIOR_30D_MAINTENANCE_COUNT,MACHINE_HEALTH_SCORE,PRIOR_30D_MEAN_VIBRATION_MM_S,PRIOR_WORK_CENTER_TDS_AVG,ACTUAL_MAINTENANCE_COST_USD,ACTUAL_TDS_FACTOR,ACTUAL_TOOL_REPLACEMENT_COUNT,ACTUAL_DOWNTIME_MINUTES
TDSV2_0000899,2022-02-28,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_CALIBRATE,V6,STANDARD,OFFROAD,RED,10.6832,13084.87,3.9397,56.7069,13.444,3086.51,37.139,53.63,466.86,79.423,11.77,30.95,3,71.835,3.1885,1.3277,890.24,1.746834,0,45.711
TDSV2_0000900,2022-02-28,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_CALIBRATE,V8,STANDARD,STANDARD,BLUE,6.9413,22580.79,3.9657,64.134,28.931,1435.92,36.344,54.052,451.49,79.304,8.787,19.994,0,86.187,2.7649,1.2901,665.11,1.544322,2,42.611
TDSV2_0000901,2022-02-28,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_DYNO,V6,STANDARD,OFFROAD,RED,7.7226,18848.03,4.2308,59.5676,17.634,913.1,45.343,46.759,423.52,55.903,4.277,4.752,1,72.983,3.3022,1.1115,782.8,1.789861,2,47.721
TDSV2_0000902,2022-02-28,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V8,STANDARD,STANDARD,BLUE,3.4124,19784.62,3.6597,70.8627,29.846,982.84,45.586,59.381,421.41,87.346,5.059,23.1,2,75.073,3.3289,1.1894,679.01,1.696774,1,43.363
TDSV2_0000903,2022-02-28,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_MOUNT,V8,STANDARD,STANDARD,RED,10.5819,13602.98,3.4373,65.2159,12.101,829.07,35.225,45.289,535.11,78.162,3.95,41.123,5,81.458,3.2169,1.2002,730.3,1.403959,2,39.111
TDSV2_0000904,2022-02-28,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_SUSPENSION,V8,PREMIUM,OFFROAD,RED,4.5531,18032.54,3.9868,68.4192,40.597,1286.41,56.956,86.154,369.58,100.0,4.958,54.471,2,81.681,3.3095,1.4044,1058.04,2.695338,2,74.684
TDSV2_0000905,2022-02-28,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FINAL,V6,PREMIUM,STANDARD,RED,10.0206,18053.87,4.0072,62.3994,27.555,1560.92,45.125,55.17,443.73,82.397,7.76,24.348,0,80.504,3.2496,1.2798,708.53,1.659468,0,27.654
TDSV2_0000906,2022-02-28,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FINAL,V8,PREMIUM,OFFROAD,BLUE,3.8827,20681.42,4.4141,70.7241,50.558,1284.24,51.114,92.032,383.31,94.813,10.579,36.579,0,70.686,4.2653,1.3788,911.47,2.525677,2,68.447
TDSV2_0000907,2022-02-28,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FINAL,V6,PREMIUM,STANDARD,BLUE,3.6341,21325.61,3.6376,56.9566,24.409,452.54,40.916,57.231,367.41,81.487,5.002,30.666,0,74.762,3.315,1.1747,509.68,1.251185,1,23.41
TDSV2_0000908,2022-02-28,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FRAME,V6,STANDARD,OFFROAD,RED,10.1924,16882.83,3.1043,59.4972,9.348,719.88,47.656,50.637,489.78,79.149,5.656,38.919,0,91.33,2.7895,1.1583,513.02,1.038533,0,15.629
TDSV2_0000909,2022-02-28,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_MOUNT,V8,STANDARD,STANDARD,RED,6.4557,22278.69,4.1505,63.7257,23.688,1294.71,44.424,47.008,404.26,81.16,5.814,12.744,1,90.959,3.2971,1.1711,596.09,1.473157,1,33.207
TDSV2_0000910,2022-02-28,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FINAL,V6,STANDARD,STANDARD,RED,5.231,5661.12,4.5521,71.6322,79.275,2129.76,23.184,33.48,307.82,88.181,9.097,53.168,2,77.322,4.0918,1.3828,968.44,3.085993,4,94.282
TDSV2_0000911,2022-03-01,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_CALIBRATE,V8,STANDARD,OFFROAD,RED,11.2507,13324.25,4.4237,70.4479,53.399,1421.59,47.141,60.066,467.04,77.229,0.966,53.477,2,79.824,3.1634,1.4536,1051.3,2.225512,3,66.836
TDSV2_0000912,2022-03-01,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FINAL,V6,PREMIUM,STANDARD,BLUE,9.9889,19341.02,4.2612,56.9005,22.505,1589.58,45.04,50.217,474.84,85.987,7.714,23.641,3,78.562,3.75,1.3219,784.58,1.709965,3,48.012
TDSV2_0000913,2022-03-01,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_WHEEL,V8,STANDARD,OFFROAD,RED,4.2003,18672.26,4.8548,74.5013,62.857,1879.34,47.164,74.422,376.86,100.0,9.009,26.272,2,79.647,3.5908,1.3479,933.06,2.553655,2,68.214
TDSV2_0000914,2022-03-01,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_CAB,V8,STANDARD,STANDARD,BLUE,4.2978,6904.78,2.7586,65.4904,17.402,961.69,35.418,50.438,300.64,96.931,6.203,21.868,1,82.198,2.3404,1.2745,294.57,1.0,0,8.533
TDSV2_0000915,2022-03-01,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_FINISH,V8,PREMIUM,OFFROAD,RED,4.8645,9613.71,4.3158,73.824,70.594,1907.55,58.488,89.944,388.15,74.571,5.111,41.559,3,84.491,3.7166,1.4404,1321.59,3.48346,6,129.536
TDSV2_0000916,2022-03-01,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_CAB,V6,PREMIUM,STANDARD,BLUE,9.9854,18887.98,3.8862,57.26,6.734,548.07,53.13,51.542,537.06,85.315,9.63,50.427,2,84.308,3.6226,1.2466,753.56,1.507041,2,31.097
TDSV2_0000917,2022-03-01,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FINAL,V6,STANDARD,OFFROAD,RED,4.265,7926.42,5.0631,68.9847,92.857,2763.3,38.43,46.082,280.18,67.015,3.236,24.375,2,68.299,3.958,1.3797,890.92,3.230676,2,89.386
TDSV2_0000918,2022-03-01,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_PRIMER,V6,PREMIUM,STANDARD,BLUE,11.7753,21153.02,4.5322,64.6496,17.399,962.53,31.846,39.099,517.11,78.481,0.311,24.549,1,70.267,3.8551,1.2058,723.15,1.452695,0,33.585
TDSV2_0000919,2022-03-01,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,STANDARD,STANDARD,RED,4.803,7350.5,2.1821,60.9842,3.466,377.04,23.303,28.031,227.75,90.071,7.909,8.915,0,86.944,1.8151,1.1062,246.02,1.0,0,9.157
TDSV2_0000920,2022-03-01,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_AXLE,V8,STANDARD,OFFROAD,RED,6.9108,24832.76,4.8672,67.2946,57.123,1821.41,54.1,70.396,468.78,95.163,5.293,36.332,0,76.698,3.9521,1.4553,1303.43,2.723496,3,78.147
TDSV2_0000921,2022-03-01,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FINAL,V8,STANDARD,STANDARD,BLUE,3.1678,19990.65,3.6055,59.7585,14.043,853.9,32.905,53.908,346.81,90.465,9.623,26.437,0,76.474,3.341,1.1949,365.44,1.073325,1,28.316
TDSV2_0000922,2022-03-02,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_INSPECTION,V8,STANDARD,STANDARD,BLUE,10.0558,8576.59,3.8891,66.8548,29.936,964.07,40.351,57.733,419.79,88.06,8.059,19.855,0,79.573,3.1802,1.2327,555.04,1.345039,1,35.955
TDSV2_0000923,2022-03-02,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_01,OP_CHA_WHEEL,V8,STANDARD,STANDARD,RED,2.004,9178.55,3.3667,59.7539,18.097,1441.61,35.224,56.269,292.04,84.937,4.773,22.112,2,87.864,2.5803,1.1914,266.76,1.036716,0,10.411
TDSV2_0000924,2022-03-02,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FRAME,V6,PREMIUM,OFFROAD,BLUE,9.8388,16832.88,4.6172,58.2678,11.261,1436.56,62.143,69.741,513.98,80.735,0.3,48.135,2,82.665,3.7804,1.3156,1146.58,2.127077,3,82.691
TDSV2_0000925,2022-03-02,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_SUSPENSION,V8,STANDARD,OFFROAD,RED,4.8082,18036.86,4.3902,66.9727,21.397,1468.01,50.304,67.088,405.78,97.549,10.243,58.199,1,84.486,2.9199,1.3001,721.31,1.787563,0,38.586
TDSV2_0000926,2022-03-02,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_CAB,V6,STANDARD,STANDARD,BLUE,10.3192,18172.71,3.6241,60.252,11.436,1221.41,30.358,31.193,451.55,77.085,7.543,22.493,2,80.483,2.9362,1.1124,624.69,1.318561,0,23.222
TDSV2_0000927,2022-03-02,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_MOUNT,V6,PREMIUM,STANDARD,BLUE,6.656,22929.82,2.9966,69.1155,21.532,315.08,38.527,45.659,438.14,98.07,11.925,8.019,0,90.994,3.3717,1.2152,491.67,1.190349,0,11.992
TDSV2_0000928,2022-03-02,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V6,STANDARD,OFFROAD,RED,3.3627,21286.87,5.0551,66.7211,57.812,1634.04,48.519,56.366,398.12,77.344,0.969,19.135,1,71.112,3.9079,1.383,860.42,2.239979,1,48.1
TDSV2_0000929,2022-03-02,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_WHEEL,V8,PREMIUM,STANDARD,BLUE,4.587,16103.71,2.4542,67.8471,8.937,1051.62,48.284,62.597,356.88,80.283,6.961,5.793,1,90.559,2.3401,1.2729,417.57,1.230432,0,14.56
TDSV2_0000930,2022-03-02,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_PRIMER,V8,STANDARD,STANDARD,RED,11.094,22104.98,3.5099,55.3174,17.189,1123.99,34.371,56.582,532.47,85.817,8.158,19.559,2,73.157,2.9569,1.2859,750.69,1.607572,1,45.13
TDSV2_0000931,2022-03-02,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_MOUNT,V6,PREMIUM,OFFROAD,RED,11.2013,13335.32,3.1127,59.6651,10.217,1548.45,51.106,66.938,489.8,73.958,9.419,23.397,1,81.063,2.1261,1.3479,749.74,1.548593,0,29.787
TDSV2_0000932,2022-03-02,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_INSPECTION,V6,PREMIUM,STANDARD,RED,7.6616,18787.35,2.3619,56.994,7.877,844.6,33.031,51.76,475.05,75.559,9.675,13.83,2,73.647,2.4642,1.1672,529.82,1.229108,0,17.967
TDSV2_0000933,2022-03-02,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_CAB,V8,STANDARD,STANDARD,RED,3.7099,21347.95,3.5838,64.4619,20.106,1674.5,29.639,49.513,404.73,68.179,11.889,10.722,1,64.722,2.9758,1.21,532.02,1.300383,0,18.072
TDSV2_0000934,2022-03-02,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_MOUNT,V6,STANDARD,OFFROAD,BLUE,10.6846,14281.91,4.262,68.4551,44.501,1122.36,49.035,55.56,518.11,82.057,5.86,30.665,2,87.691,3.6102,1.3544,925.61,1.869916,0,36.201
TDSV2_0000935,2022-03-02,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_MOUNT,V8,STANDARD,STANDARD,RED,10.0097,12181.86,3.3852,65.1766,37.173,1197.33,37.368,58.547,430.53,87.533,10.455,42.902,1,83.378,3.2283,1.3167,580.29,1.589537,2,35.812
TDSV2_0000936,2022-03-02,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_CAB,V6,PREMIUM,STANDARD,BLUE,9.6154,17888.39,4.445,63.9669,43.618,1647.72,41.791,57.036,445.82,87.185,5.07,55.273,2,80.678,3.9168,1.3618,936.67,2.129404,2,52.562
TDSV2_0000937,2022-03-02,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FINAL,V8,STANDARD,STANDARD,BLUE,3.0763,21794.01,3.3544,66.6308,22.46,1564.59,34.405,53.902,422.65,97.057,6.735,5.114,1,77.698,2.932,1.2441,648.83,1.46311,0,39.973
TDSV2_0000938,2022-03-02,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_DYNO,V8,PREMIUM,STANDARD,BLUE,10.2176,7365.18,3.6855,61.6388,18.224,1647.67,41.861,63.272,418.5,74.573,7.793,36.655,3,72.571,3.1611,1.1621,818.64,1.776834,0,32.993
TDSV2_0000939,2022-03-02,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FRAME,V6,STANDARD,STANDARD,BLUE,3.8494,5951.34,2.4214,64.619,39.878,1590.52,28.552,26.949,287.01,91.806,5.802,28.25,1,83.426,2.372,1.1713,272.82,1.0,0,6.58
TDSV2_0000940,2022-03-02,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V8,STANDARD,OFFROAD,RED,3.2279,20190.29,3.7342,65.4248,8.548,1514.36,48.866,69.59,377.54,100.0,11.335,10.646,2,72.114,2.7786,1.1132,643.55,1.725221,0,29.023
TDSV2_0000941,2022-03-02,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_AXLE,V8,STANDARD,STANDARD,BLUE,5.9239,23261.71,3.5878,65.7905,10.013,1968.56,31.578,55.261,458.0,88.736,4.669,29.235,2,75.081,2.6548,1.2178,1375.73,2.579886,0,70.517
TDSV2_0000942,2022-03-02,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V8,PREMIUM,STANDARD,BLUE,5.2943,9367.01,2.5855,63.7643,42.02,981.46,42.061,80.157,361.25,80.189,11.089,19.917,3,81.769,2.6701,1.371,557.75,1.614251,1,33.998
TDSV2_0000943,2022-03-02,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_AXLE,V6,STANDARD,STANDARD,BLUE,6.218,22981.7,4.5875,57.1347,36.786,2265.37,29.778,39.363,510.57,62.065,2.236,17.817,5,72.159,3.7267,1.3596,953.39,1.779614,1,42.452
TDSV2_0000944,2022-03-02,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,STANDARD,STANDARD,RED,5.1915,8392.83,2.8571,61.8449,32.472,684.92,34.377,34.386,326.48,78.106,4.762,20.626,1,82.986,2.843,1.2072,324.2,1.0,0,11.359
TDSV2_0000945,2022-03-03,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FINAL,V6,STANDARD,STANDARD,BLUE,3.2356,19919.02,2.4333,61.9518,8.716,247.64,21.092,32.132,403.72,76.962,4.576,33.38,1,76.512,3.1599,1.1729,420.54,1.062898,0,9.193
TDSV2_0000946,2022-03-03,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_SUSPENSION,V6,STANDARD,STANDARD,RED,6.5833,25293.46,5.2017,65.8609,86.105,2330.16,19.806,45.388,491.64,85.369,8.071,32.969,3,70.794,4.6578,1.527,1659.93,3.157093,1,82.858
TDSV2_0000947,2022-03-03,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,PREMIUM,STANDARD,BLUE,5.0159,9733.42,3.4957,64.5481,36.851,1056.63,37.049,53.51,316.38,83.398,10.466,12.863,0,82.739,3.241,1.1824,367.4,1.146045,0,20.343
TDSV2_0000948,2022-03-03,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_CAB,V8,STANDARD,STANDARD,RED,4.2961,7274.52,4.0209,68.1605,37.048,1243.63,42.23,55.645,282.79,89.861,4.675,8.145,0,77.635,2.9866,1.2214,377.11,1.363032,3,38.919
TDSV2_0000949,2022-03-03,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FINAL,V6,PREMIUM,STANDARD,RED,3.8293,7559.32,2.7499,59.5675,36.922,1038.6,39.482,46.111,290.66,80.632,6.044,40.437,1,86.226,3.1191,1.3664,346.55,1.130098,0,14.057
TDSV2_0000950,2022-03-03,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_CAB,V6,PREMIUM,STANDARD,BLUE,9.9978,16496.03,3.727,59.4151,28.4,663.99,37.181,44.048,464.18,74.657,10.519,22.646,2,89.486,3.0444,1.2765,506.05,1.092155,0,22.383
TDSV2_0000951,2022-03-03,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_CALIBRATE,V6,STANDARD,STANDARD,RED,10.979,13164.03,3.0955,57.3117,14.7,582.89,27.586,37.247,499.57,54.207,3.794,41.914,3,81.084,2.9117,1.3513,560.76,1.113717,0,18.371
TDSV2_0000952,2022-03-03,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_INSPECTION,V6,STANDARD,STANDARD,BLUE,7.7796,18721.85,2.2311,63.6637,2.539,93.78,33.304,43.771,454.4,86.457,3.743,11.212,2,71.601,2.4263,1.0572,635.22,1.258781,1,24.521
TDSV2_0000953,2022-03-03,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,STANDARD,STANDARD,BLUE,4.7456,9098.45,2.3943,57.9114,14.309,2871.49,40.414,38.002,232.09,81.49,7.111,6.848,1,64.266,2.182,1.0151,327.78,1.3589,0,29.109
TDSV2_0000954,2022-03-03,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FRAME,V8,STANDARD,STANDARD,BLUE,4.9739,6121.42,2.0995,67.1036,13.635,578.73,35.601,47.358,286.42,92.809,7.686,11.0,1,84.221,2.4257,1.1859,278.5,1.0,0,11.28
TDSV2_0000955,2022-03-03,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_AXLE,V6,PREMIUM,STANDARD,RED,6.6681,23871.43,3.5848,59.4637,8.771,530.84,31.274,53.049,507.49,69.938,6.99,31.295,3,86.823,3.2249,1.1905,615.57,1.219296,0,21.185
TDSV2_0000956,2022-03-03,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_MOUNT,V6,STANDARD,STANDARD,RED,6.5163,22244.82,3.1452,67.2282,18.091,1659.75,31.475,39.701,463.95,87.361,4.966,45.823,1,90.789,2.8529,1.198,545.36,1.207176,0,12.198
TDSV2_0000957,2022-03-03,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_PRIMER,V6,STANDARD,OFFROAD,RED,11.1391,20823.05,4.9702,71.1797,50.544,1119.99,41.853,45.683,468.6,81.809,2.658,32.153,2,68.124,3.9958,1.2943,938.94,2.160479,1,50.539
TDSV2_0000958,2022-03-03,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_FINISH,V6,STANDARD,STANDARD,RED,5.363,9111.16,2.8046,57.185,18.198,584.67,39.752,29.725,340.46,100.0,7.24,5.385,1,82.009,2.8389,1.0229,385.92,1.0,0,9.469
TDSV2_0000959,2022-03-03,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_MOUNT,V6,PREMIUM,STANDARD,BLUE,7.3881,21973.18,2.7422,61.6262,23.354,573.94,35.795,46.603,523.32,89.048,7.167,23.09,1,89.982,2.8674,1.2659,526.52,1.11969,0,19.432
TDSV2_0000960,2022-03-03,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_CALIBRATE,V6,PREMIUM,STANDARD,RED,7.4872,20659.95,2.686,53.1402,17.765,1069.11,36.311,45.842,475.57,76.279,3.798,17.445,1,94.348,2.5721,1.096,498.78,1.0,0,9.05
TDSV2_0000961,2022-03-03,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V6,PREMIUM,STANDARD,BLUE,10.8649,21437.11,5.1127,66.9809,54.636,1141.62,42.49,57.973,585.45,78.331,8.897,39.11,3,71.153,4.2756,1.3266,1317.43,2.20788,1,73.474
TDSV2_0000962,2022-03-04,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_AXLE,V6,STANDARD,STANDARD,RED,6.562,23476.1,3.715,63.5069,10.093,1207.83,34.476,33.481,512.17,83.566,4.88,54.495,2,77.477,3.1776,1.2166,587.42,1.294823,0,18.467
TDSV2_0000963,2022-03-04,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V8,PREMIUM,STANDARD,RED,3.5573,21599.51,3.5339,66.7005,13.156,976.2,33.509,68.262,360.07,98.333,10.386,5.038,1,73.393,2.9751,1.1974,481.91,1.363116,0,18.66
TDSV2_0000964,2022-03-04,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V8,STANDARD,OFFROAD,RED,4.8039,9932.62,3.3466,68.0333,19.528,1927.21,36.491,68.401,397.59,91.108,9.52,40.348,3,78.143,2.9663,1.2301,768.2,1.827013,2,41.346
TDSV2_0000965,2022-03-04,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V8,PREMIUM,OFFROAD,BLUE,10.8735,20460.32,4.5616,72.9588,52.105,1757.38,55.201,100.0,467.81,92.501,4.618,27.211,1,68.63,3.7701,1.4321,1486.02,3.02,3,99.465
TDSV2_0000966,2022-03-04,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_PRIMER,V8,PREMIUM,OFFROAD,RED,11.1322,22529.05,5.2599,65.6409,36.916,1953.56,49.601,88.795,512.72,83.51,7.01,19.575,2,62.772,4.48,1.365,1500.5,2.877072,5,107.497
TDSV2_0000967,2022-03-04,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_MOUNT,V6,STANDARD,STANDARD,BLUE,10.6606,13856.1,3.9627,65.3204,23.197,2114.9,38.1,32.316,489.16,82.381,4.291,67.116,2,73.04,3.5487,1.1565,970.28,1.921019,3,48.945
TDSV2_0000968,2022-03-04,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V6,PREMIUM,OFFROAD,RED,11.176,21062.73,4.6028,64.2362,30.344,1902.88,46.786,72.53,546.38,73.268,0.767,18.713,3,68.859,3.9618,1.337,1270.2,2.329841,3,70.781
TDSV2_0000969,2022-03-04,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_PRIMER,V8,PREMIUM,OFFROAD,BLUE,11.1212,19707.71,4.4011,67.2303,31.162,1686.38,51.858,79.442,572.85,91.162,7.184,26.985,6,63.517,3.5929,1.3005,1613.08,2.771432,1,72.375
TDSV2_0000970,2022-03-04,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_INSPECTION,V8,PREMIUM,OFFROAD,RED,10.3545,8627.9,4.2684,59.9887,13.756,1652.49,54.821,100.0,419.66,73.701,4.452,77.458,3,70.776,3.8097,1.2592,961.87,2.483444,4,70.835
TDSV2_0000971,2022-03-04,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_AXLE,V8,STANDARD,STANDARD,BLUE,7.126,23842.94,3.856,64.626,11.365,617.24,36.224,59.275,526.54,90.014,4.656,58.046,2,78.597,3.3061,1.2915,898.67,1.751284,1,47.07
TDSV2_0000972,2022-03-04,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_INSPECTION,V6,STANDARD,OFFROAD,BLUE,9.7356,8267.3,4.3098,63.9275,14.803,834.63,41.506,51.797,409.73,67.851,2.335,35.519,2,81.357,3.4515,1.0368,592.79,1.421229,1,42.516
TDSV2_0000973,2022-03-04,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_MOUNT,V6,STANDARD,OFFROAD,RED,10.9344,13713.64,5.3873,68.2479,62.275,1332.54,34.84,51.492,488.44,73.167,5.305,40.782,3,83.627,4.341,1.399,1192.65,2.242106,1,53.882
TDSV2_0000974,2022-03-04,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_01,OP_CHA_SUSPENSION,V8,STANDARD,STANDARD,BLUE,1.416,9584.58,3.5235,69.3824,36.559,2006.99,33.706,51.088,295.12,89.702,6.515,23.154,3,76.833,2.6114,1.3047,634.41,2.175891,0,51.504
TDSV2_0000975,2022-03-04,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_INSPECTION,V6,STANDARD,OFFROAD,BLUE,7.8408,17829.86,3.3855,58.2658,17.071,482.49,43.201,46.964,404.38,67.947,7.552,18.559,0,69.051,3.1068,1.1163,444.03,1.051844,0,8.324
TDSV2_0000976,2022-03-04,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FRAME,V8,STANDARD,OFFROAD,RED,10.9048,17824.51,4.8706,64.6956,11.978,2141.96,57.259,73.584,553.53,89.503,5.54,57.023,3,72.085,4.0627,1.3377,1442.87,2.400586,3,67.453
TDSV2_0000977,2022-03-04,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_CALIBRATE,V6,PREMIUM,OFFROAD,RED,6.6155,22133.55,4.1462,54.3646,24.552,1103.92,44.407,57.27,493.52,74.569,9.893,12.422,2,87.422,3.546,1.2245,732.1,1.393341,0,20.064
TDSV2_0000978,2022-03-04,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_SUSPENSION,V8,PREMIUM,STANDARD,RED,6.5031,23613.52,4.3928,68.0274,24.871,1411.26,44.409,68.037,484.03,96.93,7.866,27.388,2,76.161,3.5127,1.1934,1016.72,2.129452,3,62.242
TDSV2_0000979,2022-03-04,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_DYNO,V6,PREMIUM,OFFROAD,RED,10.2773,7418.33,3.5913,64.0843,25.78,579.43,42.571,72.613,399.11,71.727,9.702,25.84,3,76.383,3.2783,1.2081,685.34,1.644486,3,40.557
TDSV2_0000980,2022-03-04,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_AXLE,V6,STANDARD,STANDARD,BLUE,3.7563,18321.14,3.8573,63.2278,21.177,1539.79,31.479,31.846,419.48,73.892,6.659,76.707,1,82.05,3.4491,1.1967,496.17,1.18962,0,15.846
